Song Name,Artist,Genre
Therapy,Budjerah,"australian indigenous,australian r&b"
Otherside,Red Hot Chili Peppers,"alternative rock,funk metal,funk rock,permanent wave,rock"
Move on Up - Extended Version,Curtis Mayfield,"chicago soul,classic soul,funk,soul"
I Want To Hold Your Hand - Remastered 2015,The Beatles,"beatlesque,british invasion,classic rock,merseybeat,psychedelic rock,rock"
The Greatest Show,"Hugh Jackman, Keala Settle, Zac Efron, Zendaya, The Greatest Showman Ensemble","hollywood,show tunes,broadway,hollywood,show tunes,hollywood,movie tunes,post-teen pop,pop,post-teen pop,movie tunes"
Rolling in the Deep,Adele,"british soul,pop,pop soul,uk pop"
Cradle of Love,Billy Idol,"album rock,classic rock,dance rock,hard rock,new romantic,new wave,new wave pop,rock,soft rock"
Hello,"Martin Solveig, Dragonette","disco house,edm,electro house,filter house,house,pop dance,vocal house,canadian electropop,canadian pop,dance rock,electropop,metropopolis,neo-synthpop"
Closing Time,Semisonic,"pop rock,post-grunge"
Spirit in the Sky,Norman Greenbaum,classic rock
Tick Tock (feat. 24kGoldn),"Clean Bandit, Mabel, 24kGoldn","pop,uk dance,uk funky,pop,uk pop,cali rap"
Filthy,Justin Timberlake,"dance pop,pop"
What Have You Done For Me Lately,Janet Jackson,"dance pop,r&b,urban contemporary"
Bounce (feat. N.O.R.E.) - Radio Version,"MSTRKRFT, N.O.R.E.","alternative dance,dance-punk,electro house,electrofox,fidget house,filter house,indietronica,new rave,dirty south rap,gangster rap,hardcore hip hop,hip hop,queens hip hop,southern hip hop"
(They Long To Be) Close To You,Carpenters,"adult standards,mellow gold,soft rock"
"The Key, The Secret",Urban Cookie Collective,"diva house,eurodance,hip house"
The Safety Dance,Men Without Hats,"classic canadian rock,new romantic,new wave pop,synthpop"
My Heart Is Open,"Maroon 5, Gwen Stefani","pop,dance pop,pop"
Montego Bay,Bobby Bloom,
Crazy In Love (feat. Jay-Z),"Beyoncé, JAY-Z","pop,r&b,east coast hip hop,gangster rap,hip hop,pop rap,rap"
Put A Little Love In Your Heart,"Al Green, Annie Lennox","classic soul,funk,memphis soul,soul,soul blues,southern soul,new romantic,new wave,new wave pop,singer-songwriter,soft rock,synthpop"
Time Is Tight,Booker T. & the M.G.'s,"blues,classic soul,instrumental funk,instrumental soul,memphis soul,soul,southern soul"
I Could Be The One (Avicii Vs. Nicky Romero) - Nicktim / Radio Edit,"Avicii, Nicky Romero","edm,pop,pop dance,big room,dutch edm,dutch house,edm,electro house,pop dance,progressive electro house"
"Closer - Original Song from the TV Series ""The Secret Daughter""",Jessica Mauboy,"australian indigenous,australian pop,australian talent show"
High Hopes,Panic! At The Disco,pop
In Your Eyes,The Weeknd,"canadian contemporary r&b,canadian pop,pop"
The Sound of Silence,Disturbed,"alternative metal,nu metal,rap metal,rock"
Nobody Likes A Bogan,Area-7,australian ska
I'm Outta Love,Anastacia,
Riptide,Vance Joy,"folk-pop,modern rock"
Pure Massacre,Silverchair,"alternative metal,alternative rock,australian alternative rock,australian psych,australian rock,grunge,nu metal,post-grunge"
Over And Over - Album Version / Explicit,"Nelly, Tim McGraw","dance pop,gangster rap,hip hop,pop rap,rap,st louis rap,urban contemporary,contemporary country,country,country road"
Cry,James Blunt,"neo mellow,pop rock"
Manic Monday,The Bangles,"album rock,jangle pop,mellow gold,new romantic,new wave,new wave pop,paisley underground,singer-songwriter,soft rock"
No Roots,Alice Merton,
Minnie the Moocher,The Cherokees,british invasion
Mrs Brown You've Got a Lovely Daughter - 1997 Remaster,Herman's Hermits,"british invasion,classic rock,folk rock,rock-and-roll,singer-songwriter"
Remedy,Seether,"alternative metal,nu metal,post-grunge,south african rock"
The Ballad of Mona Lisa,Panic! At The Disco,pop
Mowgli's Road,MARINA,"metropopolis,pop,pov: indie,uk alternative pop"
Listen With Your Heart,Casey Donovan,"australian indigenous,australian pop,australian talent show"
Girls Just Want to Have Fun,Cyndi Lauper,"dance pop,new wave pop,permanent wave,soft rock"
Lighthouse,G.R.L.,"girl group,post-teen pop,talent show"
From the Inside,Marcia Hines,"australian dance,australian pop,australian rock"
This Ole House,Shakin' Stevens,"classic uk pop,rockabilly"
Ladies & Gentlemen,Short Stack,australian pop
Downhearted - Remastered,Australian Crawl,australian rock
Baby Makes Her Blue Jeans Talk,Dr. Hook,"country rock,mellow gold,soft rock"
Magic,Ladyhawke,"alternative dance,metropopolis,neo-synthpop"
Computer Games,Mi-Sex,"classic nz pop,kiwi rock"
Do to You,Machinations,australian rock
Days Go By - Radio Edit,Dirty Vegas,
Twistin' the Night Away,Sam Cooke,"classic soul,soul,vocal jazz"
Summer Rain,Slinkee Minx,
Kiss The Bride,Elton John,"glam rock,mellow gold,piano rock,rock"
Inhale,"Duke Dumont, Ebenezer","edm,house,pop dance,progressive house,uk dance,uk hip hop"
! (The Song Formerly Known As),Regurgitator,"australian alternative rock,australian rock"
If I Die Young (Glee Cast Version),Glee Cast,"glee club,post-teen pop"
Military Madness,Graham Nash,"british blues,country rock,folk,folk rock,singer-songwriter"
Righteous liar,Pryma,
Body Like A Back Road,Sam Hunt,"contemporary country,country,country pop"
Old Man Emu,John Williamson,"australian children's music,australian country,australian rock,bush ballad"
You Belong With Me,Taylor Swift,pop
Itsy Bitsy Teenie Weenie Yellow Polkadot Bikini,Brian Hyland,"bubblegum pop,doo-wop,merseybeat,rock-and-roll"
Listen Like Thieves,INXS,"australian rock,dance rock,funk rock,new romantic,new wave,rock"
Jump,Rihanna,"barbadian pop,pop,urban contemporary"
September Song,JP Cooper,uk pop
We Hold On,Kaz James,australian dance
Dirrty,"Christina Aguilera, Redman","dance pop,pop,east coast hip hop,hardcore hip hop,new jersey rap,wu fam"
OMG,"Usher, will.i.am","atl hip hop,contemporary r&b,dance pop,pop,r&b,rap,south carolina hip hop,urban contemporary,dance pop,pop"
Popcorn,Crazy Frog,
Mr. Know It All,Kelly Clarkson,"dance pop,pop,talent show"
Stuck In The Middle With You,Stealers Wheel,folk rock
Everybody's Fool,Evanescence,alternative metal
I Say a Little Prayer,Aretha Franklin,"classic soul,jazz blues,memphis soul,neo soul,soul,southern soul,vocal jazz"
This Is Me,"Keala Settle, The Greatest Showman Ensemble","broadway,hollywood,show tunes,movie tunes"
Jolene,Olivia Newton-John,"adult standards,australian dance,disco,mellow gold,soft rock"
Good News,Mac Miller,"hip hop,pittsburgh rap,rap"
The Dead Heart,Midnight Oil,australian rock
Talking Body,Tove Lo,"metropopolis,pop,swedish electropop,swedish pop,swedish synthpop"
Saved,Khalid,"pop,pop r&b"
Put Your Hands Up,Matchbox Twenty,"neo mellow,pop rock,post-grunge"
Chemicals,Peking Duk,"aussietronica,australian electropop,edm"
Hey Ya!,Outkast,"atl hip hop,dirty south rap,hip hop,old school atlanta hip hop,rap,southern hip hop"
Can't Stop,Red Hot Chili Peppers,"alternative rock,funk metal,funk rock,permanent wave,rock"
Peace Train,Yusuf / Cat Stevens,"british folk,classic rock,folk,folk rock,mellow gold,singer-songwriter"
Where Did Our Love Go,The Supremes,"classic girl group,disco,motown,soul"
Sex,"Cheat Codes, Kris Kross Amsterdam","edm,pop,pop dance,dutch house,dutch pop"
Wait for You,Elliott Yamin,idol
Graveyard,Halsey,"electropop,etherpop,indie poptimism,pop"
Miss Devine,ICEHOUSE,"australian rock,new romantic,sophisti-pop,synthpop"
21,Hunter Hayes,"contemporary country,country,country road,modern country rock"
Billionaire,Glee Cast,"glee club,post-teen pop"
The Promised Land,Dave Edmunds,"british blues,power pop,pub rock,rockabilly"
Can't Stop Loving You - 2016 Remaster,Phil Collins,"rock drums,soft rock"
Stuck With You,Huey Lewis & The News,"album rock,classic rock,hard rock,mellow gold,new romantic,new wave pop,rock,singer-songwriter,soft rock"
My Love - 2018 Remaster,Wings,"album rock,beatlesque,classic rock,folk rock,heartland rock,mellow gold,rock,singer-songwriter,soft rock"
Mistadobalina,Del The Funky Homosapien,"alternative hip hop,hip hop,oakland hip hop"
Hide Away,Daya,pop
Clarity,Vance Joy,"folk-pop,modern rock"
The Anthem,Good Charlotte,"alternative metal,modern rock,neon pop punk,pop punk,pop rock,post-grunge"
Down Under,Men At Work,"album rock,australian rock,classic rock,hard rock,heartland rock,mellow gold,new romantic,new wave,new wave pop,rock,soft rock"
Shape of You,Ed Sheeran,"pop,singer-songwriter pop,uk pop"
Before The Next Teardrop Falls,Freddy Fender,"classic country pop,new mexico music,swamp pop"
I'll Be There,Jess Glynne,"pop,uk pop"
In the Year 2525 (Exordium & Terminus),Zager & Evans,
Life for Rent,Dido,"dance pop,europop,lilith,neo mellow,pop rock"
HUMBLE. - SKRILLEX REMIX,"Skrillex, Kendrick Lamar","brostep,complextro,edm,electro,pop dance,conscious hip hop,hip hop,rap,west coast rap"
03' Bonnie & Clyde,"JAY-Z, Beyoncé","east coast hip hop,gangster rap,hip hop,pop rap,rap,pop,r&b"
In Your Room,Toni Pearen,australian pop
Toes,Lights,"canadian folk,canadian pop,electropop"
Miss Freelove of '69,John David,
Darlin' - 2011 Remaster,Frankie Miller,pub rock
Ode To My Family,The Cranberries,"irish rock,pop rock,rock"
Be Good Johnny,Men At Work,"album rock,australian rock,classic rock,hard rock,heartland rock,mellow gold,new romantic,new wave,new wave pop,rock,soft rock"
Lay Your Love on Me,Racey,"australian rock,glam rock"
Never Ending Song of Love,Delaney & Bonnie,"british blues,country rock,southern rock,swamp rock"
Streets Of Your Town,The Go-Betweens,"australian alternative rock,australian rock,c86,dunedin sound,tape club"
Pumpkin Soup,Kate Nash,"anti-folk,piano rock"
Giving Up The Gun,Vampire Weekend,"baroque pop,chamber pop,garage rock,indie rock,indietronica,modern rock,stomp and holler"
Get That Jive - 2006 Remaster,Dragon,"australian rock,kiwi rock"
You Don't Know Me,"Jax Jones, RAYE","dance pop,edm,house,pop dance,uk dance,uk pop,uk contemporary r&b,uk pop"
XXXO,M.I.A.,"escape room,indietronica,new rave"
Freak Me,Silk,"contemporary r&b,new jack swing,r&b"
Say My Name,"Peking Duk, Benjamin Joseph","aussietronica,australian electropop,edm"
Sky High,Newton,
King,Years & Years,"gauze pop,pop,uk pop"
I've Been Thinking About You,Londonbeat,"eurodance,hip house"
The Fighter (feat. Ryan Tedder),Gym Class Heroes,"dance pop,pop rap"
Drunk Girls,LCD Soundsystem,"alternative dance,alternative rock,art pop,dance rock,dance-punk,electronic rock,electronica,indie rock,indietronica,neo-synthpop,new rave"
"Hey Mama (feat. Nicki Minaj, Bebe Rexha & Afrojack)","David Guetta, AFROJACK, Bebe Rexha, Nicki Minaj","big room,dance pop,edm,pop,pop dance,big room,dance pop,dutch house,edm,electro house,pop dance,progressive electro house,dance pop,pop,hip pop,pop,queens hip hop,rap"
He Won't Go,Adele,"british soul,pop,pop soul,uk pop"
Total Eclipse of the Heart - Dance Mix,Nicki French,"diva house,eurodance"
Castle on the Hill,Ed Sheeran,"pop,singer-songwriter pop,uk pop"
Let It Burn,Jazmine Sullivan,"neo soul,r&b,urban contemporary"
Cold Hard Bitch,Jet,"garage rock,modern rock,pop rock"
Lose My Breath,Destiny's Child,"dance pop,girl group,pop,r&b,urban contemporary"
Surfin' Safari - Mono/Remastered 2001,The Beach Boys,"baroque pop,classic rock,folk rock,mellow gold,psychedelic rock,rock,sunshine pop"
What It Feels Like for a Girl,Madonna,"dance pop,pop"
Only Wanna Be With You - Pokémon 25 Version,Post Malone,"dfw rap,melodic rap,pop,rap"
When I Get You Alone,Robin Thicke,"dance pop,neo soul,pop rap,r&b,urban contemporary"
Blank Space,Taylor Swift,pop
Galaxy (feat. Stan Walker),"Jessica Mauboy, Stan Walker","australian indigenous,australian pop,australian talent show,australian talent show,nz christian,nz pop"
Chicken Tikka Masala,Joe Publick,
Stay the Night,James Blunt,"neo mellow,pop rock"
The Winner Takes It All,ABBA,"europop,swedish pop"
"Baby, You're So Strange",ICEHOUSE,"australian rock,new romantic,sophisti-pop,synthpop"
Don't Stop Movin' - Paul Morrell Radio Mix,"Livin' Joy, Paul Morrell",diva house
Feelings,Morris Albert,
Peaceful Easy Feeling - 2013 Remaster,Eagles,"album rock,classic rock,heartland rock,mellow gold,rock,soft rock,yacht rock"
Your Love (9PM),"ATB, Topic, A7S","german dance,german techno,german trance,trance,german dance,pop dance,pop edm,uk dance,pop dance,scandipop,uk dance"
Undecided,The Master's Apprentices,australian rock
The Kids Aren't Alright,The Offspring,"alternative metal,permanent wave,post-grunge,punk,rock,skate punk,socal pop punk"
Pasadena,John Paul Young,"australian dance,classic uk pop"
I Feel the Earth Move,Martika,"minneapolis sound,new romantic,new wave pop"
Believe,Lenny Kravitz,"permanent wave,rock"
The Show Goes On,Lupe Fiasco,"chicago rap,conscious hip hop,hip hop,political hip hop,pop rap,rap,southern hip hop"
New in Town,Little Boots,"electropop,neo-synthpop"
I Really Don't Want to Know,Elvis Presley,"rock-and-roll,rockabilly"
Super Freaky Girl,Nicki Minaj,"hip pop,pop,queens hip hop,rap"
I'd Come for You,Nickelback,"alternative metal,canadian rock,post-grunge"
Treat Me Good,Bachelor Girl,"australian pop,australian rock"
Wiggle It - Radio Version,2 In A Room,"hip house,latin house,vogue"
Hello,Lionel Richie,soft rock
Back At One,Brian McKnight,"contemporary r&b,quiet storm,r&b,urban contemporary"
Twist and Shout,The Isley Brothers with Orchestra,
This One's for You (feat. Zara Larsson) (Official Song UEFA EURO 2016),David Guetta,"big room,dance pop,edm,pop,pop dance"
So Beautiful - Single Version,Pete Murray,"australian pop,australian rock"
Catch,Kosheen,"electronica,trip hop"
How Do I Live,LeAnn Rimes,"contemporary country,country,country dawn,country road"
Heroes (we could be),Alesso,"dance pop,edm,pop,pop dance"
Love Hurts,Jim Capaldi,british blues
Breathe,The Prodigy,"big beat,breakbeat,dance rock,hardcore techno,rave"
To Kingdom Come,Passion Pit,"indie rock,indietronica,modern rock,neo-synthpop,shimmer pop"
Buffalo Soldier,Bob Marley & The Wailers,"reggae,roots reggae"
Leave Me Alone (I'm Lonely),P!nk,"dance pop,pop"
Better Than,John Butler Trio,banjo
Hey Everybody!,5 Seconds of Summer,"boy band,pop"
Try,P!nk,"dance pop,pop"
Black Friday,Grinspoon,"australian alternative rock,australian psych,australian rock"
Better Get A Lawyer,The Cruel Sea,"australian alternative rock,australian rock"
Company,Justin Bieber,"canadian pop,pop"
Break Up In A Small Town,Sam Hunt,"contemporary country,country,country pop"
Kids In America,Kim Wilde,"new romantic,new wave,new wave pop"
Chicken Fried,Zac Brown Band,"contemporary country,country,country road,modern country rock"
Two Of Us,Birds Of Tokyo,"australian alternative rock,australian indie,australian pop,australian rock,perth indie"
The Best - Edit,Tina Turner,soft rock
Fill Me In,Craig David,british soul
Nowhere Man - Remastered 2009,The Beatles,"beatlesque,british invasion,classic rock,merseybeat,psychedelic rock,rock"
Friday on My Mind,The Easybeats,"australian rock,british blues,freakbeat,protopunk,psychedelic rock"
Down Down,Status Quo,"blues rock,british blues,glam rock"
Lolita,The Veronicas,"australian pop,candy pop,dance pop,girl group,post-teen pop"
On The Floor - Radio Edit,"Jennifer Lopez, Pitbull","dance pop,pop,urban contemporary,dance pop,miami hip hop,pop"
Don't Go Now,Ratcat,"australian alternative rock,australian rock"
I Do (Cherish You),98º,boy band
Music,Madonna,"dance pop,pop"
I Don't Need A Man,The Pussycat Dolls,"dance pop,girl group,pop"
Thong Song,Sisqo,"contemporary r&b,dirty south rap,hip pop,r&b,urban contemporary"
Yippiyo-Ay,The Presets,"alternative dance,australian dance,australian indie"
Saving All My Love For You (Glee Cast Version),Glee Cast,"glee club,post-teen pop"
Love So Soft,Kelly Clarkson,"dance pop,pop,talent show"
Denim & Lace,Marty Rhone,
Beast of Burden,Bette Midler,"adult standards,new wave pop,soft rock"
Only the Lonely,Roy Orbison,"adult standards,classic rock,folk rock,mellow gold,rock-and-roll,rockabilly,singer-songwriter"
Untouchable,Johnny Ruffo,"australian pop,australian talent show"
Long Cool Woman (In a Black Dress) - 1999 Remaster,The Hollies,"album rock,british invasion,classic rock,folk rock,mellow gold,merseybeat,soft rock"
Return of the Mack,Mark Morrison,british soul
Hold Me Now,Johnny Logan,dansktop
Please Don't Say You Love Me,Gabrielle Aplin,"acoustic pop,neo-singer-songwriter,uk pop,viral pop"
Basin Street Blues,Dómisol Sisters,
Torn,Natalie Imbruglia,"dance pop,europop,lilith,new wave pop,pop rock"
Glad All Over - 2019 - Remaster,The Dave Clark Five,"british invasion,merseybeat"
More Than A Woman,Bee Gees,"disco,mellow gold,soft rock"
It Just Won't Do - Radio Edit,"Tim Deluxe, Sam Obernik","disco house,vocal house,uk dance"
Bizarre Love Triangle,New Order,"dance rock,madchester,new romantic,new wave,permanent wave,post-punk,synthpop,uk post-punk"
Am I Ever Gonna See Your Face Again,The Angels,australian rock
DÁKITI,"Bad Bunny, Jhayco","reggaeton,trap latino,urbano latino,reggaeton,trap latino,urbano latino"
Happy Go Lucky Me,Paul Evans,novelty
Hip Hop Holiday (Radio Mix) [Bonus Track],3 The Hard Way,nz hip hop
I Finally Found Someone (feat. Bryan Adams),"Barbra Streisand, Bryan Adams","adult standards,operatic pop,canadian pop,canadian singer-songwriter,classic canadian rock,heartland rock,mellow gold,soft rock"
Smack That,"Akon, Eminem","dance pop,detroit hip hop,hip hop,rap"
Lovers on the Sun (feat. Sam Martin),"David Guetta, Sam Martin","big room,dance pop,edm,pop,pop dance"
I'll Be There for You (Theme from Friends) - Single Version,The Rembrandts,pop rock
